Data from Philips_4000K_7,3W_1535Lumen_250ms_1__1__15-25-36-357.txt Node

Date: Thu Dec 18 15:25:36 CET 2025
User: Stefan
Spectrometer: ?
Trigger mode: 0
Integration Time (sec): 2,500000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
Wavelength [nm]	Power [W]
539	2.72907612054055e-09
540	2.79201606762007e-09
541	2.79084292201505e-09
542	2.77536209893551e-09
543	2.72502119061305e-09
544	2.75951370798434e-09
545	2.69091803839263e-09
546	2.74894280154353e-09
547	2.77785891573158e-09
548	2.78943230833542e-09
549	2.76101479646399e-09
550	2.77741588535929e-09
551	2.75884298941166e-09
552	2.71318316382604e-09
553	2.71200682010715e-09
554	2.71568878944829e-09
555	2.69027581851505e-09
556	2.68093004664633e-09
557	2.67698496255397e-09
558	2.66390643126976e-09
559	2.65360306269045e-09
560	2.70729553325676e-09
561	2.66716926667221e-09
562	2.65971502898012e-09
563	2.6846911294824e-09
564	2.64105741767315e-09
565	2.70221372787092e-09
566	2.60616646282398e-09
567	2.62003707332146e-09
568	2.57694325361174e-09
569	2.58539003411967e-09
570	2.60511901080313e-09
571	2.60468684327696e-09
572	2.56754279567346e-09
573	2.55057071646546e-09
574	2.48268747116935e-09
575	2.57833233674867e-09
576	2.54119280751699e-09
577	2.53628541246464e-09
578	2.52568873448286e-09
579	2.51281566392658e-09
580	2.46076551751418e-09
581	2.48746746939198e-09
582	2.45981913250035e-09
583	2.5045507851907e-09
584	2.43672555153923e-09
585	2.4461245309636e-09
586	2.42084018541973e-09
587	2.38558619431804e-09
588	2.36998887268975e-09
589	2.36022201901156e-09
590	2.32247445388047e-09
591	2.31318801508532e-09
592	2.31784811657289e-09
593	2.25405629505768e-09
594	2.23365140605336e-09
595	2.22873814053499e-09
596	2.16983641089871e-09
597	2.20113532846899e-09
598	2.20296724910849e-09
599	2.16856299354611e-09
600	2.11704277869295e-09
601	2.09817162080034e-09
602	2.09596836321914e-09
603	2.07508058380567e-09
604	2.06251927703522e-09
605	2.03619213767385e-09
606	2.01818122870002e-09
607	2.24360060133537e-09
608	2.76751402970256e-09
609	2.74052258473836e-09
610	2.41121864279018e-09
611	2.43069459976259e-09
612	3.29263613723083e-09
613	4.13268591916913e-09
614	3.77186004274348e-09
615	2.94036528874702e-09
616	2.37537474429964e-09
617	2.08675823067646e-09
618	2.07297480906056e-09
619	2.03551633700726e-09
620	1.97179371629664e-09
621	1.90836267898552e-09
622	1.84388549811802e-09
623	1.87462765953404e-09
624	1.9053143732222e-09
625	1.9319464680089e-09
626	1.95375309475694e-09
627	1.97111925869955e-09
628	2.19117045606629e-09
629	3.45138589399367e-09
630	6.31347612630427e-09
631	6.57970636327455e-09
632	4.82898884561936e-09
633	3.58978039223995e-09
634	4.35568211468396e-09
635	4.90064730508353e-09
636	3.6329056622775e-09
637	2.40688140331662e-09
638	1.68890225398063e-09
639	1.27754874037559e-09
640	1.12276828009035e-09
641	1.06524512128927e-09
642	1.00756940492025e-09
643	9.86596713377216e-10
644	9.61371477846355e-10
645	1.00530058347359e-09
646	1.30384279748127e-09
647	1.79087829524295e-09
648	1.62229704957467e-09
649	1.24606258725796e-09
650	1.05498991466673e-09
651	9.31072389547754e-10
652	9.04077171382438e-10
653	8.31989164001992e-10
654	7.77712265425785e-10
655	7.32806761734931e-10
656	7.26006088504007e-10
657	6.97476595504003e-10
658	6.41429125986309e-10
659	6.26493442971565e-10
660	6.09899221598216e-10
661	5.75977669560725e-10
662	5.54745973292151e-10
663	5.3350158963117e-10
664	5.08644131128219e-10
665	5.02622649867226e-10
666	4.81885048239074e-10
667	4.76365167628596e-10
668	4.76447892252755e-10
669	4.69886889363575e-10
670	4.76350852277252e-10
671	4.82577225588329e-10
672	4.3845060875918e-10
673	4.15417291812863e-10
674	4.09814168887464e-10
675	3.85874227983757e-10
676	3.62556669917219e-10
677	3.56951566524062e-10
678	3.45125344887691e-10
679	3.43446501467782e-10
680	3.15316538996243e-10
681	3.1869844198223e-10
682	2.97459576889606e-10
683	2.97653090538193e-10
684	2.87318638463489e-10
685	2.78261772757469e-10
686	2.74551618886878e-10
687	2.55884410488811e-10
688	2.577077614546e-10
689	2.52575609101837e-10
690	2.48163211821716e-10
691	2.38009830114128e-10
692	2.51436608673007e-10
693	2.65492773308501e-10
694	2.65952932077208e-10
695	2.38312127612456e-10
696	2.23886015995038e-10
697	2.10401580737524e-10
698	1.98416502098401e-10
699	1.95757647625537e-10
700	1.87531162472939e-10
701	1.06834013951913e-10
702	1.82794713537715e-10
703	4.64351884668745e-11
704	4.53951305043169e-11
705	0
706	4.45120725692285e-11
707	7.09433166760299e-11
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
